area,orientation,decoration,floor,building_type,price,price_per_m,position,followers,publish_time,rooms
104.97,南 北,精装,底层(共6层),板楼,398.0,37916.0,武夷花园,11,150,5
168.2,南 北,精装,高楼层(共6层),板楼,630.0,37456.0,通州其它,17,365,4
106.34,南 北,其他,中楼层(共5层) ,板楼,390.0,36675.0,果园,0,30,4
98.54,东 西 北,精装,低楼层(共9层),板楼,421.0,42724.0,马驹桥,4,150,3
106.24,南 北,其他,高楼层(共6层),板楼,380.0,35769.0,九棵树(家乐福),4,120,5
91.28,南 北,精装,低楼层(共18层),板楼,449.0,49190.0,玉桥,8,150,3
92.75,南 北,简装,7层 ,板楼,368.0,39677.0,玉桥,17,365,4
92.31,南 北,其他,低楼层(共6层),板楼,265.0,28708.0,马驹桥,8,120,4
100.76,东 南 北,其他,顶层(共6层),板楼,350.0,34737.0,九棵树(家乐福),3,60,4
90.05,南 北,精装,高楼层(共11层) ,板楼,475.0,52749.0,通州其它,8,210,4
103.11,南 北,简装,高楼层(共6层),板楼,430.0,41704.0,果园,1,365,4
154.23,南 北,简装,高楼层(共7层),板楼,480.0,31123.0,潞苑,2,30,6
94.31,东 南 北,简装,底层(共6层) ,板楼,499.0,52911.0,武夷花园,35,365,4
90.18,南 北,简装,中楼层(共13层) ,板楼,309.0,34265.0,通州其它,4,270,4
159.02,南 北,简装,高楼层(共7层),板楼,465.0,29242.0,潞苑,19,270,6
90.79,南 北,精装,中楼层(共8层) ,板楼,306.0,33705.0,通州其它,5,270,4
90.21,南 北,简装,高楼层(共18层),板楼,199.0,22060.0,通州其它,1,150,4
91.28,南 北,精装,低楼层(共17层),板楼,490.0,53681.0,通州其它,7,300,4
98.96,南 北,精装,中楼层(共25层),板塔结合,435.0,43958.0,临河里,29,330,4
105.89,南 北,精装,底层(共6层) ,板楼,498.0,47030.0,九棵树(家乐福),21,270,4
95.0,南 北,简装,高楼层(共6层) ,板楼,399.0,42000.0,万达,3,365,4
90.97,南,精装,27层,板楼,585.0,64307.0,九棵树(家乐福),13,240,3
90.91,南 北,其他,顶层(共6层),板楼,239.0,26290.0,马驹桥,2,30,3
105.7,南 北,简装,高楼层(共6层),板楼,370.0,35005.0,九棵树(家乐福),4,120,4
104.56,南 北,精装,高楼层(共12层),板楼,460.0,43994.0,通州北苑,2,90,4
93.22,南 北,精装,高楼层(共6层) ,板楼,278.0,29822.0,马驹桥,5,150,4
96.36,南 北,精装,顶层(共6层) ,板楼,330.0,34247.0,果园,6,365,4
91.03,南 北,精装,低楼层(共10层) ,板楼,558.0,61299.0,通州其它,9,150,5
100.08,南 北,简装,中楼层(共6层) ,板楼,409.0,40868.0,九棵树(家乐福),16,365,4
93.59,南 北,精装,低楼层(共12层) ,板楼,400.0,42740.0,潞苑,28,365,3
99.49,东 南 北,简装,高楼层(共18层) ,塔楼,316.0,31762.0,梨园,14,150,4
97.27,东 西南,其他,低楼层(共18层) ,板塔结合,358.0,36805.0,梨园,10,150,4
92.13,南 北,精装,低楼层(共18层),板楼,569.0,61761.0,万达,28,210,4
103.71,南 北,精装,中楼层(共7层),板楼,360.0,34713.0,潞苑,4,60,4
154.74,南 北,精装,高楼层(共27层),板楼,730.0,47176.0,玉桥,10,270,5
150.69,南 北,简装,顶层(共6层) ,板楼,400.0,26545.0,潞苑,15,180,4
99.14,南 北,简装,高楼层(共18层),板楼,303.0,30563.0,果园,17,90,4
92.67,南 北,其他,顶层(共6层),板楼,360.0,38848.0,武夷花园,4,26,4
192.87,南 北,其他,高楼层(共6层),板楼,530.0,27480.0,果园,1,60,5
93.53,南 北,精装,低楼层(共11层),板楼,415.0,44371.0,马驹桥,12,240,5
93.9,南 北,精装,顶层(共10层),板塔结合,339.0,36103.0,潞苑,13,240,3
98.51,南 北,简装,顶层(共6层),板楼,268.0,27206.0,潞苑,1,60,3
97.16,南,其他,中楼层(共10层) ,板塔结合,420.0,43228.0,潞苑,9,90,4
176.35,南 北,简装,高楼层(共7层) ,板楼,650.0,36859.0,武夷花园,5,30,5
96.24,南 北,精装,中楼层(共5层),板楼,325.0,33770.0,梨园,20,270,3
99.46,南 北,精装,顶层(共6层) ,板楼,312.0,31370.0,梨园,8,60,4
98.22,西南,精装,中楼层(共18层),板塔结合,400.0,40725.0,梨园,5,240,4
194.11,南 北,精装,低楼层(共7层),板塔结合,950.0,48942.0,武夷花园,6,210,4
151.95,南,精装,低楼层(共28层) ,板塔结合,1130.0,74367.0,武夷花园,5,180,4
100.91,南 北,精装,顶层(共6层) ,板楼,366.0,36270.0,武夷花园,7,60,4
105.9,南 北,其他,高楼层(共6层) ,板楼,373.0,35222.0,九棵树(家乐福),21,365,4
97.29,南 北,简装,顶层(共6层),板楼,308.0,31658.0,武夷花园,12,30,3
97.76,南 北,简装,中楼层(共4层) ,板楼,155.0,15856.0,通州其它,45,365,3
91.24,南 北,简装,低楼层(共6层),板楼,340.0,37265.0,九棵树(家乐福),8,365,3
180.45,南 北,精装,26层,板楼,958.0,53090.0,玉桥,5,30,5
97.52,南,精装,顶层(共14层),板楼,240.0,24611.0,马驹桥,4,90,3
90.87,北 南,精装,低楼层(共14层),板楼,249.0,27402.0,马驹桥,0,30,3
97.48,南,简装,顶层(共14层),板楼,288.0,29545.0,马驹桥,1,60,4
100.28,南 北,简装,中楼层(共6层),板楼,360.0,35900.0,九棵树(家乐福),1,29,4
91.48,南,精装,低楼层(共9层),板塔结合,299.0,32685.0,九棵树(家乐福),42,365,3
100.28,南 北,精装,中楼层(共6层),板楼,390.0,38892.0,九棵树(家乐福),10,300,4
96.79,东南,精装,高楼层(共29层),塔楼,329.0,33992.0,通州北苑,18,90,3
95.51,南 北,精装,中楼层(共11层) ,板塔结合,389.0,40729.0,潞苑,21,365,3
93.29,南 北,简装,低楼层(共11层),板楼,368.0,39447.0,九棵树(家乐福),7,150,4
90.35,南 北,精装,低楼层(共7层),板楼,420.0,46486.0,果园,7,180,3
93.69,南,简装,35层,板塔结合,440.0,46964.0,武夷花园,12,60,4
180.12,南 北,精装,26层,板楼,1150.0,63847.0,玉桥,8,240,5
104.63,南 北,简装,低楼层(共6层) ,板楼,550.0,52567.0,玉桥,22,330,5
108.7,南 北,精装,顶层(共6层),板楼,340.0,31279.0,潞苑,3,240,4
95.93,南 北,简装,高楼层(共6层),板楼,315.0,32837.0,潞苑,1,30,3
94.58,南 北,简装,低楼层(共10层),板塔结合,339.0,35843.0,潞苑,19,240,3
90.73,南 北,简装,顶层(共12层),板楼,380.0,41883.0,九棵树(家乐福),11,60,3
92.04,东 西,精装,高楼层(共27层) ,板塔结合,400.0,43460.0,临河里,36,300,4
96.4,南 北,其他,高楼层(共7层),板楼,445.0,46162.0,北关,6,30,3
93.4,南 北,简装,底层(共10层) ,板塔结合,350.0,37474.0,潞苑,3,120,3
91.62,南 北,精装,中楼层(共11层) ,板楼,295.0,32199.0,九棵树(家乐福),28,180,4
93.81,南 北,毛坯,底层(共18层),板楼,509.0,54259.0,万达,36,90,4
102.61,南 北,简装,低楼层(共9层),板塔结合,480.0,46780.0,玉桥,3,180,3
155.05,北 南,简装,中楼层(共15层),板塔结合,620.0,39988.0,通州北苑,15,60,5
92.13,南 西 北,简装,中楼层(共18层),板楼,588.0,63823.0,万达,26,180,3
94.07,南 北,精装,顶层(共13层),板楼,390.0,41459.0,马驹桥,5,300,4
102.27,南 北,精装,底层(共10层),板塔结合,515.0,50357.0,武夷花园,5,30,3
90.65,西南,其他,中楼层(共27层),板塔结合,420.0,46333.0,临河里,4,60,4
91.17,南 北,精装,中楼层(共17层) ,板楼,425.0,46617.0,通州其它,13,150,4
108.73,南 北,简装,低楼层(共13层) ,板楼,498.0,45802.0,武夷花园,6,150,3
97.63,东南,其他,低楼层(共18层),板楼,450.0,46093.0,玉桥,0,30,3
90.05,南 北,精装,中楼层(共11层) ,板楼,450.0,49973.0,通州其它,11,300,4
103.36,南 北,精装,中楼层(共6层),板楼,360.0,34830.0,潞苑,1,24,4
95.58,南,其他,14层 ,板楼,260.0,27203.0,马驹桥,2,90,3
98.18,南 西 北,简装,高楼层(共6层),板楼,319.0,32492.0,万达,7,90,3
