area,orientation,decoration,floor,building_type,price,price_per_m,position,followers,publish_time,rooms
85.09,东 西,简装,低楼层(共21层) ,板塔结合,780,91668.0,安贞,6,30.0,4
92.72,南,精装,底层(共12层) ,板楼,1018,109793.0,崇文门,4,30.0,4
104.45,东,精装,中楼层(共11层) ,板楼,625,59838.0,灯市口,26,365.0,3
106.94,南 北,简装,底层(共4层) ,板楼,1230,115018.0,地安门,19,30.0,4
166.55,南 北,简装,中楼层(共9层) ,板楼,1830,109877.0,东花市,49,180.0,5
95.14,东,精装,低楼层(共16层),板塔结合,899,94493.0,广渠门,99,270.0,3
90.13,西南,精装,低楼层(共12层) ,板塔结合,830,92090.0,广渠门,12,210.0,4
92.67,西,其他,中楼层(共16层),板塔结合,880,94961.0,广渠门,83,120.0,3
91.39,南 西南 北,精装,高楼层(共21层),塔楼,898,98261.0,广渠门,12,21.0,3
93.15,东 西,其他,高楼层(共15层) ,板楼,930,99839.0,朝阳门内,7,30.0,4
151.51,南 西,精装,高楼层(共21层),塔楼,1950,128705.0,东直门,6,30.0,4
93.15,东 西,精装,低楼层(共15层) ,板楼,890,95545.0,朝阳门内,9,150.0,4
95.2,东,精装,底层(共12层) ,板塔结合,700,73530.0,永定门,33,300.0,3
91.08,东 西,精装,14层 ,板塔结合,1050,115284.0,朝阳门内,2,19.0,3
164.7,东 东南 南,精装,高楼层(共19层) ,塔楼,1618,98240.0,建国门内,16,180.0,4
163.43,南 北,精装,低楼层(共18层),板塔结合,1320,80769.0,建国门内,33,365.0,3
187.66,东南,简装,高楼层(共18层) ,塔楼,1750,93254.0,安定门,14,60.0,4
92.68,南 北,精装,顶层(共6层) ,板楼,820,88477.0,和平里,39,180.0,5
109.56,南 北,其他,中楼层(共6层) ,板楼,1275,116375.0,朝阳门内,9,90.0,4
91.26,西北,精装,高楼层(共23层) ,塔楼,540,59172.0,广渠门,11,150.0,3
97.94,南 北,简装,底层(共14层) ,板楼,1130,115377.0,东直门,3,90.0,4
101.04,南 北,精装,低楼层(共15层) ,板塔结合,1020,100951.0,和平里,46,180.0,3
107.75,东北,精装,高楼层(共16层),塔楼,910,84455.0,崇文门,4,30.0,3
91.33,南 北,简装,高楼层(共6层) ,板楼,985,107851.0,灯市口,34,365.0,4
109.38,南 东,精装,中楼层(共19层) ,板塔结合,1450,132566.0,和平里,40,365.0,3
95.8,东,精装,高楼层(共17层) ,板塔结合,1030,107516.0,左安门,5,30.0,4
104.85,南 北,精装,高楼层(共18层),板楼,920,87745.0,左安门,20,365.0,3
100.14,东,简装,中楼层(共16层) ,板楼,1180,117836.0,广渠门,10,365.0,3
95.77,南 北,精装,底层(共12层) ,板塔结合,810,84578.0,和平里,8,60.0,4
91.2,东 南 西 北,简装,底层(共1层) ,平房,1950,213816.0,灯市口,18,120.0,4
155.47,西南,简装,低楼层(共21层) ,塔楼,1390,89407.0,广渠门,32,365.0,5
108.11,东南 北,精装,高楼层(共21层),塔楼,995,92036.0,广渠门,32,365.0,3
108.55,东南 北,简装,底层(共6层) ,板楼,1049,96638.0,崇文门,16,90.0,5
100.83,南 北,简装,低楼层(共12层) ,板塔结合,1400,138848.0,交道口,12,90.0,4
178.68,南 北,精装,中楼层(共8层),板楼,1290,72197.0,工体,48,365.0,4
92.73,西,精装,顶层(共5层),板塔结合,1030,111076.0,安定门,4,30.0,3
97.18,东 西,简装,11层,板塔结合,699,71929.0,永定门,17,120.0,3
95.42,东 南 西 北,其他,高楼层(共10层) ,板塔结合,1240,129952.0,交道口,4,150.0,3
105.73,南 西,其他,中楼层(共20层) ,板塔结合,1060,100256.0,和平里,0,30.0,3
90.65,东 西,精装,顶层(共6层) ,板楼,800,88252.0,和平里,13,120.0,4
107.19,西北,简装,中楼层(共18层),板楼,900,83964.0,安贞,4,30.0,4
107.74,西,精装,中楼层(共20层) ,塔楼,1030,95601.0,安贞,2,30.0,3
96.0,东 东南,精装,中楼层(共18层) ,板楼,950,98959.0,安贞,8,90.0,3
99.04,东南,精装,中楼层(共18层) ,板楼,1030,103999.0,安贞,5,180.0,3
78.74,东 南,简装,低楼层(共18层) ,塔楼,758,96267.0,安贞,7,60.0,4
81.73,东北,简装,低楼层(共16层) ,板楼,799,97761.0,安贞,5,60.0,4
97.11,东南,精装,中楼层(共16层),板塔结合,1080,111215.0,广渠门,58,60.0,3
105.47,南 北,简装,低楼层(共3层) ,板楼,1050,99555.0,和平里,39,180.0,4
98.64,南 西,简装,低楼层(共16层) ,板楼,1070,108476.0,东直门,22,30.0,4
102.28,东,其他,中楼层(共14层),板塔结合,1100,107548.0,广渠门,4,120.0,3
96.97,东 西,简装,中楼层(共10层) ,板塔结合,780,80438.0,东直门,34,120.0,4
108.16,西北,简装,高楼层(共22层) ,塔楼,760,70267.0,永定门,33,365.0,4
93.42,东 南 北,毛坯,高楼层(共6层) ,板楼,799,85528.0,左安门,41,180.0,4
101.96,西,其他,中楼层(共23层),板塔结合,760,74540.0,建国门内,20,365.0,3
92.08,东 西 北,精装,6层 ,板塔结合,760,82537.0,永定门,48,365.0,4
156.51,东南 北,精装,高楼层(共20层) ,板塔结合,2000,127788.0,和平里,4,19.0,4
173.01,东北,精装,低楼层(共31层) ,板楼,1110,64159.0,东直门,14,150.0,4
92.23,东北,简装,低楼层(共18层),板楼,790,85656.0,左安门,11,365.0,3
92.47,东,其他,高楼层(共15层),塔楼,798,86299.0,广渠门,36,300.0,4
104.4,南 北,精装,高楼层(共7层) ,板楼,1080,103449.0,和平里,1,60.0,3
90.28,东 南 北,其他,底层(共21层) ,板塔结合,865,95814.0,安贞,3,15.0,4
97.55,东 南 北,精装,高楼层(共6层) ,板楼,1080,110713.0,朝阳门内,6,150.0,4
105.73,南,其他,中楼层(共20层) ,板塔结合,930,87960.0,和平里,9,30.0,3
107.73,南 北,精装,中楼层(共18层) ,塔楼,1096,101736.0,安定门,10,60.0,3
94.45,东 西,精装,高楼层(共12层),板塔结合,788,83431.0,永定门,15,60.0,3
160.18,南,简装,低楼层(共24层),板楼,760,47447.0,建国门内,5,30.0,4
90.35,南,精装,顶层(共19层),板塔结合,1100,121749.0,陶然亭,24,120.0,4
102.83,东 南 北,精装,低楼层(共18层) ,塔楼,750,72936.0,永定门,15,210.0,4
161.03,南 北,其他,中楼层(共7层) ,板楼,1750,108676.0,左安门,9,30.0,5
90.16,西南,精装,高楼层(共21层) ,塔楼,938,104038.0,和平里,23,27.0,5
96.8,东,简装,低楼层(共12层) ,板塔结合,829,85641.0,永定门,32,365.0,4
90.01,西 南,精装,低楼层(共22层),塔楼,666,73992.0,永定门,20,270.0,3
108.78,西,其他,底层(共9层) ,板楼,1370,125943.0,崇文门,12,180.0,3
