title,house_type,area,orientation,decoration,floor,year_built,building_type,price,price_per_m,position,followers,publish_time
长安太和 ,2室2厅,151.78平米,北,精装,低楼层(共24层),2012年,板楼,1420,"93,557元/平",建国门内,2人关注,16天以前发布
万国城MOMA ,2室1厅,99.8平米,东,精装,中楼层(共24层),2007年,塔楼,1030,"103,207元/平",东直门,24人关注,2个月以前发布
当代MOMA ,3室2厅,179.19平米,西南,其他,高楼层(共20层) ,塔楼,,2050,"114,404元/平",东直门,1人关注,3天以前发布
中海紫御公馆 ,2室2厅,91.86平米,南,精装,低楼层(共22层) ,板塔结合,,1119,"121,816元/平",陶然亭,65人关注,一年前发布
雍和家园一期 ,3室2厅,171.06平米,东南,简装,顶层(共16层) ,板塔结合,,1755,"102,596元/平",和平里,9人关注,13天以前发布
小取灯胡同8号院 ,3室1厅,93.73平米,南 北,其他,中楼层(共4层) ,板楼,,1180,"125,894元/平",东四,61人关注,一年前发布
当代MOMA ,3室2厅,151.59平米,南,精装,低楼层(共3层),2008年,板楼,2100,"138,532元/平",东直门,25人关注,9个月以前发布
光明楼 ,3室1厅,92.27平米,南 北,精装,中楼层(共7层) ,板楼,,980,"106,211元/平",广渠门,5人关注,14天以前发布
海运仓小区 ,3室1厅,105.24平米,南 北,精装,高楼层(共9层) ,板塔结合,,1180,"112,125元/平",东直门,45人关注,8个月以前发布
望陶园小区 ,3室1厅,102.83平米,东 南 北,精装,低楼层(共18层) ,塔楼,,750,"72,936元/平",永定门,15人关注,7个月以前发布
禾风相府 ,3室2厅,163.81平米,南 北,简装,低楼层(共14层) ,板塔结合,,1998,"121,971元/平",金宝街,26人关注,2个月以前发布
东方财富 ,3室1厅,173.12平米,东南 西南,简装,中楼层(共15层),2006年,塔楼,1460,"84,335元/平",广渠门,2人关注,6个月以前发布
当代MOMA ,2室2厅,151.51平米,南 西,精装,高楼层(共21层),2008年,塔楼,1950,"128,705元/平",东直门,6人关注,1个月以前发布
青年湖南街 ,3室1厅,96.37平米,南 北,精装,顶层(共6层) ,板楼,,1108,"114,974元/平",安定门,6人关注,29天以前发布
新景家园东区 ,2室1厅,102.13平米,南 北,精装,中楼层(共12层) ,板塔结合,,1268,"124,156元/平",崇文门,7人关注,1个月以前发布
芳嘉园胡同 ,3室1厅,91.17平米,南 北,精装,顶层(共6层) ,板楼,,849,"93,123元/平",朝阳门内,8人关注,5个月以前发布
东环居苑 ,2室1厅,99.23平米,东南,精装,中楼层(共18层) ,塔楼,,860,"86,668元/平",广渠门,7人关注,3个月以前发布
宝润苑 ,3室2厅,196.46平米,东 西,精装,中楼层(共14层),1998年,塔楼,1498,"76,250元/平",东花市,0人关注,21天以前发布
新世界中心 ,3室2厅,197.69平米,东南,精装,16层,1998年,塔楼,1180,"59,690元/平",崇文门,11人关注,4个月以前发布
左安浦园 ,2室1厅,91.78平米,西北,简装,中楼层(共18层),2004年,板楼,690,"75,180元/平",左安门,6人关注,1个月以前发布
新景家园东区 ,3室1厅,92.72平米,南,精装,底层(共12层) ,板楼,,1018,"109,793元/平",崇文门,4人关注,1个月以前发布
世纪大厦 ,2室1厅,104.45平米,东,精装,中楼层(共11层) ,板楼,,625,"59,838元/平",灯市口,26人关注,一年前发布
保利蔷薇 ,2室1厅,92.67平米,西,其他,中楼层(共16层),2007年,板塔结合,880,"94,961元/平",广渠门,83人关注,4个月以前发布
广渠门外南街 ,3室1厅,90.13平米,西南,精装,低楼层(共12层) ,板塔结合,,830,"92,090元/平",广渠门,12人关注,7个月以前发布
金世纪嘉园 ,2室1厅,91.39平米,南 西南 北,精装,高楼层(共21层),2007年,塔楼,898,"98,261元/平",广渠门,12人关注,21天以前发布
富贵园一区 ,3室2厅,166.55平米,南 北,简装,中楼层(共9层) ,板楼,,1830,"109,877元/平",东花市,49人关注,6个月以前发布
菊儿胡同 ,3室1厅,106.94平米,南 北,简装,底层(共4层) ,板楼,,1230,"115,018元/平",地安门,19人关注,1个月以前发布
保利蔷薇 ,2室1厅,95.14平米,东,精装,低楼层(共16层),2007年,板塔结合,899,"94,493元/平",广渠门,99人关注,9个月以前发布
水上华城 ,3室2厅,165.81平米,南 北,其他,高楼层(共23层),2005年,板楼,1880,"113,383元/平",广渠门,7人关注,23天以前发布
贡院九号 ,3室1厅,177.19平米,西南,简装,低楼层(共18层),2000年,板塔结合,1550,"87,477元/平",建国门内,34人关注,8个月以前发布
贡院九号 ,2室1厅,160.36平米,南,精装,低楼层(共18层),2000年,板塔结合,1600,"99,776元/平",建国门内,7人关注,1个月以前发布
崇文门东大街 ,3室1厅,104.98平米,南 北,简装,17层 ,塔楼,,888,"84,588元/平",崇文门,9人关注,2个月以前发布
民旺园十九号院 ,2室1厅,104.4平米,南 北,简装,中楼层(共7层) ,板楼,,1025,"98,181元/平",和平里,2人关注,30天以前发布
官书院 ,2室1厅,100.09平米,南 北,精装,底层(共6层) ,板楼,,1350,"134,879元/平",安定门,2人关注,14天以前发布
和平里中街3号院 ,3室1厅,95.05平米,东 南 北,精装,中楼层(共20层),2007年,塔楼,1199,"126,145元/平",和平里,99人关注,2个月以前发布
报房胡同 ,3室1厅,92.33平米,东 南 北,简装,中楼层(共5层) ,板楼,,960,"103,975元/平",灯市口,27人关注,5个月以前发布
建予园 ,2室1厅,95.11平米,东南,精装,中楼层(共16层) ,塔楼,,720,"75,702元/平",永定门,37人关注,一年前发布
美惠大厦 ,3室2厅,197.76平米,东南,其他,高楼层(共15层) ,塔楼,,1298,"65,636元/平",朝阳门外,4人关注,2个月以前发布
豆瓣胡同 ,3室1厅,101.21平米,东 北,简装,高楼层(共12层) ,板楼,,1260,"124,494元/平",朝阳门内,1人关注,1个月以前发布
花市枣苑二期 ,3室1厅,172.33平米,西南,简装,低楼层(共17层) ,塔楼,,1700,"98,648元/平",东花市,3人关注,1个月以前发布
海晟名苑南区 ,3室2厅,151.92平米,东 西,其他,高楼层(共22层),2005年,板塔结合,2090,"137,573元/平",工体,30人关注,5个月以前发布
西革新里108号院 ,2室1厅,93.09平米,南 北,简装,中楼层(共6层) ,板楼,,680,"73,048元/平",永定门,4人关注,3个月以前发布
东水井胡同 ,3室1厅,93.15平米,东 西,精装,低楼层(共15层) ,板楼,,890,"95,545元/平",朝阳门内,9人关注,5个月以前发布
华龙美晟 ,2室1厅,95.2平米,东,精装,底层(共12层) ,板塔结合,,700,"73,530元/平",永定门,33人关注,10个月以前发布
朝阳门南小街 ,2室1厅,91.08平米,东 西,精装,14层 ,板塔结合,,1050,"115,284元/平",朝阳门内,2人关注,20天以前发布
雅安国际公寓 ,3室1厅,164.7平米,东 东南 南,精装,高楼层(共19层) ,塔楼,,1618,"98,240元/平",建国门内,16人关注,6个月以前发布
贡院九号 ,2室1厅,163.43平米,南 北,精装,低楼层(共18层),2000年,板塔结合,1320,"80,769元/平",建国门内,33人关注,一年前发布
上龙西里 ,3室1厅,187.66平米,东南,简装,高楼层(共18层) ,塔楼,,1750,"93,254元/平",安定门,14人关注,2个月以前发布
和平里五区 ,3室2厅,92.68平米,南 北,精装,顶层(共6层) ,板楼,,820,"88,477元/平",和平里,39人关注,6个月以前发布
烧酒胡同3号院 ,3室1厅,109.56平米,南 北,其他,中楼层(共6层) ,板楼,,1275,"116,375元/平",朝阳门内,9人关注,3个月以前发布
冠城名敦道A区 ,2室1厅,91.26平米,西北,精装,高楼层(共23层) ,塔楼,,540,"59,172元/平",广渠门,11人关注,5个月以前发布
民安小区东直门内北小街 ,3室1厅,97.94平米,南 北,简装,底层(共14层) ,板楼,,1130,"115,377元/平",东直门,3人关注,3个月以前发布
民委三舍 ,2室1厅,101.04平米,南 北,精装,低楼层(共15层) ,板塔结合,,1020,"100,951元/平",和平里,46人关注,6个月以前发布
国瑞城西区 ,2室1厅,107.75平米,东北,精装,高楼层(共16层),2009年,塔楼,910,"84,455元/平",崇文门,4人关注,1个月以前发布
玉石胡同 ,3室1厅,91.33平米,南 北,简装,高楼层(共6层) ,板楼,,985,"107,851元/平",灯市口,34人关注,一年前发布
和平新城一期 ,2室1厅,109.38平米,南 东,精装,中楼层(共19层) ,板塔结合,,1450,"132,566元/平",和平里,40人关注,一年前发布
左安漪园 ,2室2厅,95.8平米,东,精装,高楼层(共17层) ,板塔结合,,1030,"107,516元/平",左安门,5人关注,1个月以前发布
左安浦园 ,2室1厅,104.85平米,南 北,精装,高楼层(共18层),2004年,板楼,920,"87,745元/平",左安门,20人关注,一年前发布
京城仁合 ,2室1厅,100.14平米,东,简装,中楼层(共16层) ,板楼,,1180,"117,836元/平",广渠门,10人关注,一年前发布
安外花园 ,3室1厅,95.77平米,南 北,精装,底层(共12层) ,板塔结合,,810,"84,578元/平",和平里,8人关注,2个月以前发布
报房胡同 ,3室1厅,91.2平米,东 南 西 北,简装,底层(共1层) ,平房,,1950,"213,816元/平",灯市口,18人关注,4个月以前发布
金世纪嘉园 ,3室2厅,155.47平米,西南,简装,低楼层(共21层) ,塔楼,,1390,"89,407元/平",广渠门,32人关注,一年前发布
金世纪嘉园 ,2室1厅,108.11平米,东南 北,精装,高楼层(共21层),2003年,塔楼,995,"92,036元/平",广渠门,32人关注,一年前发布
法华南里 ,3室2厅,108.55平米,东南 北,简装,底层(共6层) ,板楼,,1049,"96,638元/平",崇文门,16人关注,3个月以前发布
交道口东大街 ,3室1厅,100.83平米,南 北,简装,低楼层(共12层) ,板塔结合,,1400,"138,848元/平",交道口,12人关注,3个月以前发布
聚龙花园 ,3室1厅,178.68平米,南 北,精装,中楼层(共8层),1996年,板楼,1290,"72,197元/平",工体,48人关注,一年前发布
府上嘉园 ,2室1厅,92.73平米,西,精装,顶层(共5层),2008年,板塔结合,1030,"111,076元/平",安定门,4人关注,1个月以前发布
新奥洋房 ,2室1厅,97.18平米,东 西,简装,11层,2006年,板塔结合,699,"71,929元/平",永定门,17人关注,4个月以前发布
交道口东大街 ,2室1厅,95.42平米,东 南 西 北,其他,高楼层(共10层) ,板塔结合,,1240,"129,952元/平",交道口,4人关注,5个月以前发布
元嘉国际公寓 ,3室2厅,185.66平米,东北,精装,中楼层(共7层) ,塔楼,,1230,"66,251元/平",东直门,9人关注,6个月以前发布
东直门外大街(东城） ,3室1厅,99.8平米,南 北,精装,中楼层(共14层) ,板塔结合,,980,"98,197元/平",东直门,61人关注,7个月以前发布
恒基中心 ,3室1厅,168.41平米,西北,精装,中楼层(共23层) ,板塔结合,,1120,"66,505元/平",建国门内,9人关注,21天以前发布
富贵园一区 ,2室1厅,91.74平米,东 南,精装,低楼层(共11层),2004年,板楼,1198,"130,587元/平",东花市,80人关注,6个月以前发布
水上华城 ,3室2厅,197.85平米,东南,精装,高楼层(共24层) ,板塔结合,,1950,"98,560元/平",广渠门,26人关注,5个月以前发布
水上华城 ,3室1厅,161.74平米,东 西,其他,中楼层(共20层),2004年,板楼,1500,"92,742元/平",广渠门,12人关注,2个月以前发布
左安浦园 ,2室1厅,96.64平米,西,简装,底层(共14层),2004年,板塔结合,699,"72,331元/平",左安门,5人关注,1个月以前发布
国瑞城西区 ,2室1厅,105.36平米,西北,其他,高楼层(共16层),2009年,塔楼,980,"93,015元/平",崇文门,0人关注,1个月以前发布
国瑞城中区 ,3室2厅,160.25平米,南 北,精装,中楼层(共16层),2006年,板楼,1990,"124,181元/平",崇文门,21人关注,3个月以前发布
东花市北里中区 ,2室2厅,105.81平米,南 北,精装,中楼层(共5层) ,板楼,,1150,"108,686元/平",东花市,2人关注,21天以前发布
东花市北里中区 ,2室2厅,105.81平米,南 北,简装,中楼层(共5层) ,板楼,,960,"90,729元/平",东花市,6人关注,11天以前发布
天利园 ,2室1厅,92.84平米,南 北,精装,底层(共16层),2003年,板塔结合,899,"96,834元/平",广渠门,0人关注,1个月以前发布
东花市北里中区 ,2室2厅,95.11平米,南 北,精装,中楼层(共5层) ,板楼,,888,"93,366元/平",东花市,29人关注,4个月以前发布
